unique_name,game,move_name,learn_method,level
oddish,SV,Growth,Level up,1
oddish,SV,Acid,Level up,4
oddish,SV,Sweet Scent,Level up,8
oddish,SV,Mega Drain,Level up,12
oddish,SV,Poison Powder,Level up,14
oddish,SV,Stun Spore,Level up,16
oddish,SV,Sleep Powder,Level up,18
oddish,SV,Giga Drain,Level up,20
oddish,SV,Toxic,Level up,24
oddish,SV,Moonblast,Level up,28
oddish,SV,Grassy Terrain,Level up,32
oddish,SV,Moonlight,Level up,36
oddish,SV,Petal Dance,Level up,40
oddish,SV,After You,Egg,
oddish,SV,Flail,Egg,
oddish,SV,Ingrain,Egg,
oddish,SV,Leech Seed,Egg,
oddish,SV,Razor Leaf,Egg,
oddish,SV,Strength Sap,Egg,
oddish,SV,Synthesis,Egg,
oddish,SV,Teeter Dance,Egg,
oddish,SV,Tickle,Egg,
oddish,SV,Acid Spray,TM,
oddish,SV,Bullet Seed,TM,
oddish,SV,Charm,TM,
oddish,SV,Endure,TM,
oddish,SV,Energy Ball,TM,
oddish,SV,Facade,TM,
oddish,SV,Giga Drain,TM,
oddish,SV,Grass Knot,TM,
oddish,SV,Grassy Glide,TM,
oddish,SV,Grassy Terrain,TM,
oddish,SV,Helping Hand,TM,
oddish,SV,Leaf Storm,TM,
oddish,SV,Magical Leaf,TM,
oddish,SV,Protect,TM,
oddish,SV,Rest,TM,
oddish,SV,Seed Bomb,TM,
oddish,SV,Sleep Talk,TM,
oddish,SV,Sludge Bomb,TM,
oddish,SV,Solar Beam,TM,
oddish,SV,Substitute,TM,
oddish,SV,Sunny Day,TM,
oddish,SV,Swords Dance,TM,
oddish,SV,Tera Blast,TM,
oddish,SV,Toxic,TM,
oddish,SV,Trailblaze,TM,
oddish,SV,Venoshock,TM,
gloom,SV,Acid,Level up,1
gloom,SV,Absorb,Level up,1
gloom,SV,Growth,Level up,1
gloom,SV,Sweet Scent,Level up,1
gloom,SV,Mega Drain,Level up,12
gloom,SV,Poison Powder,Level up,14
gloom,SV,Stun Spore,Level up,16
gloom,SV,Sleep Powder,Level up,18
gloom,SV,Giga Drain,Level up,20
gloom,SV,Toxic,Level up,26
gloom,SV,Moonblast,Level up,32
gloom,SV,Grassy Terrain,Level up,38
gloom,SV,Moonlight,Level up,44
gloom,SV,Petal Dance,Level up,50
gloom,SV,After You,Egg,
gloom,SV,Flail,Egg,
gloom,SV,Ingrain,Egg,
gloom,SV,Leech Seed,Egg,
gloom,SV,Razor Leaf,Egg,
gloom,SV,Strength Sap,Egg,
gloom,SV,Synthesis,Egg,
gloom,SV,Teeter Dance,Egg,
gloom,SV,Tickle,Egg,
gloom,SV,Acid Spray,TM,
gloom,SV,Bullet Seed,TM,
gloom,SV,Charm,TM,
gloom,SV,Endure,TM,
gloom,SV,Energy Ball,TM,
gloom,SV,Facade,TM,
gloom,SV,Giga Drain,TM,
gloom,SV,Grass Knot,TM,
gloom,SV,Grassy Glide,TM,
gloom,SV,Grassy Terrain,TM,
gloom,SV,Helping Hand,TM,
gloom,SV,Leaf Storm,TM,
gloom,SV,Magical Leaf,TM,
gloom,SV,Petal Blizzard,TM,
gloom,SV,Pollen Puff,TM,
gloom,SV,Protect,TM,
gloom,SV,Rest,TM,
gloom,SV,Seed Bomb,TM,
gloom,SV,Sleep Talk,TM,
gloom,SV,Sludge Bomb,TM,
gloom,SV,Solar Beam,TM,
gloom,SV,Substitute,TM,
gloom,SV,Sunny Day,TM,
gloom,SV,Swords Dance,TM,
gloom,SV,Tera Blast,TM,
gloom,SV,Toxic,TM,
gloom,SV,Trailblaze,TM,
gloom,SV,Venoshock,TM,
vileplume,SV,Petal Blizzard,Evolution,
vileplume,SV,Acid,Level up,1
vileplume,SV,Absorb,Level up,1
vileplume,SV,Mega Drain,Level up,1
vileplume,SV,Growth,Level up,1
vileplume,SV,Poison Powder,Level up,1
vileplume,SV,Stun Spore,Level up,1
vileplume,SV,Sleep Powder,Level up,1
vileplume,SV,Petal Dance,Level up,1
vileplume,SV,Toxic,Level up,1
vileplume,SV,Giga Drain,Level up,1
vileplume,SV,Sweet Scent,Level up,1
vileplume,SV,Moonlight,Level up,1
vileplume,SV,Grassy Terrain,Level up,1
vileplume,SV,Moonblast,Level up,1
vileplume,SV,After You,Egg,
vileplume,SV,Flail,Egg,
vileplume,SV,Ingrain,Egg,
vileplume,SV,Leech Seed,Egg,
vileplume,SV,Razor Leaf,Egg,
vileplume,SV,Strength Sap,Egg,
vileplume,SV,Synthesis,Egg,
vileplume,SV,Teeter Dance,Egg,
vileplume,SV,Tickle,Egg,
vileplume,SV,Acid Spray,TM,
vileplume,SV,Body Slam,TM,
vileplume,SV,Bullet Seed,TM,
vileplume,SV,Charm,TM,
vileplume,SV,Dazzling Gleam,TM,
vileplume,SV,Endure,TM,
vileplume,SV,Energy Ball,TM,
vileplume,SV,Facade,TM,
vileplume,SV,Fling,TM,
vileplume,SV,Giga Drain,TM,
vileplume,SV,Giga Impact,TM,
vileplume,SV,Grass Knot,TM,
vileplume,SV,Grassy Glide,TM,
vileplume,SV,Grassy Terrain,TM,
vileplume,SV,Helping Hand,TM,
vileplume,SV,Hyper Beam,TM,
vileplume,SV,Leaf Storm,TM,
vileplume,SV,Magical Leaf,TM,
vileplume,SV,Petal Blizzard,TM,
vileplume,SV,Pollen Puff,TM,
vileplume,SV,Protect,TM,
vileplume,SV,Rest,TM,
vileplume,SV,Seed Bomb,TM,
vileplume,SV,Sleep Talk,TM,
vileplume,SV,Sludge Bomb,TM,
vileplume,SV,Sludge Wave,TM,
vileplume,SV,Solar Beam,TM,
vileplume,SV,Solar Blade,TM,
vileplume,SV,Substitute,TM,
vileplume,SV,Sunny Day,TM,
vileplume,SV,Swords Dance,TM,
vileplume,SV,Tera Blast,TM,
vileplume,SV,Toxic,TM,
vileplume,SV,Trailblaze,TM,
vileplume,SV,Venoshock,TM,
vileplume,SV,Weather Ball,TM,
bellossom,SV,Petal Blizzard,Evolution,
bellossom,SV,Acid,Level up,1
bellossom,SV,Absorb,Level up,1
bellossom,SV,Mega Drain,Level up,1
bellossom,SV,Growth,Level up,1
bellossom,SV,Poison Powder,Level up,1
bellossom,SV,Stun Spore,Level up,1
bellossom,SV,Sleep Powder,Level up,1
bellossom,SV,Petal Dance,Level up,1
bellossom,SV,Toxic,Level up,1
bellossom,SV,Giga Drain,Level up,1
bellossom,SV,Sweet Scent,Level up,1
bellossom,SV,Moonlight,Level up,1
bellossom,SV,Quiver Dance,Level up,1
bellossom,SV,Grassy Terrain,Level up,1
bellossom,SV,Moonblast,Level up,1
bellossom,SV,After You,Egg,
bellossom,SV,Flail,Egg,
bellossom,SV,Ingrain,Egg,
bellossom,SV,Leech Seed,Egg,
bellossom,SV,Razor Leaf,Egg,
bellossom,SV,Strength Sap,Egg,
bellossom,SV,Synthesis,Egg,
bellossom,SV,Teeter Dance,Egg,
bellossom,SV,Tickle,Egg,
bellossom,SV,Acid Spray,TM,
bellossom,SV,Baton Pass,TM,
bellossom,SV,Bullet Seed,TM,
bellossom,SV,Charm,TM,
bellossom,SV,Dazzling Gleam,TM,
bellossom,SV,Drain Punch,TM,
bellossom,SV,Encore,TM,
bellossom,SV,Endeavor,TM,
bellossom,SV,Endure,TM,
bellossom,SV,Energy Ball,TM,
bellossom,SV,Facade,TM,
bellossom,SV,Fling,TM,
bellossom,SV,Giga Drain,TM,
bellossom,SV,Giga Impact,TM,
bellossom,SV,Grass Knot,TM,
bellossom,SV,Grassy Glide,TM,
bellossom,SV,Grassy Terrain,TM,
bellossom,SV,Helping Hand,TM,
bellossom,SV,Hyper Beam,TM,
bellossom,SV,Leaf Storm,TM,
bellossom,SV,Magical Leaf,TM,
bellossom,SV,Petal Blizzard,TM,
bellossom,SV,Play Rough,TM,
bellossom,SV,Pollen Puff,TM,
bellossom,SV,Protect,TM,
bellossom,SV,Rest,TM,
bellossom,SV,Seed Bomb,TM,
bellossom,SV,Sleep Talk,TM,
bellossom,SV,Sludge Bomb,TM,
bellossom,SV,Solar Beam,TM,
bellossom,SV,Solar Blade,TM,
bellossom,SV,Substitute,TM,
bellossom,SV,Sunny Day,TM,
bellossom,SV,Swords Dance,TM,
bellossom,SV,Tera Blast,TM,
bellossom,SV,Toxic,TM,
bellossom,SV,Trailblaze,TM,
bellossom,SV,Triple Axel,TM,
bellossom,SV,Uproar,TM,
bellossom,SV,Venoshock,TM,
bellossom,SV,Weather Ball,TM,
chinchou,SV,Supersonic,Level up,1
chinchou,SV,Water Gun,Level up,1
chinchou,SV,Electro Ball,Level up,4
chinchou,SV,Thunder Wave,Level up,8
chinchou,SV,Bubble Beam,Level up,12
chinchou,SV,Confuse Ray,Level up,16
chinchou,SV,Spark,Level up,20
chinchou,SV,Charge,Level up,24
chinchou,SV,Discharge,Level up,28
chinchou,SV,Aqua Ring,Level up,32
chinchou,SV,Flail,Level up,36
chinchou,SV,Take Down,Level up,40
chinchou,SV,Hydro Pump,Level up,44
chinchou,SV,Mist,Egg,
chinchou,SV,Psybeam,Egg,
chinchou,SV,Soak,Egg,
chinchou,SV,Sucker Punch,Egg,
chinchou,SV,Water Pulse,Egg,
chinchou,SV,Agility,TM,
chinchou,SV,Amnesia,TM,
chinchou,SV,Blizzard,TM,
chinchou,SV,Charge,TM,
chinchou,SV,Charge Beam,TM,
chinchou,SV,Chilling Water,TM,
chinchou,SV,Confuse Ray,TM,
chinchou,SV,Curse,TM,
chinchou,SV,Dazzling Gleam,TM,
chinchou,SV,Double-Edge,TM,
chinchou,SV,Eerie Impulse,TM,
chinchou,SV,Electric Terrain,TM,
chinchou,SV,Electro Ball,TM,
chinchou,SV,Electroweb,TM,
chinchou,SV,Endure,TM,
chinchou,SV,Facade,TM,
chinchou,SV,Flip Turn,TM,
chinchou,SV,Hydro Pump,TM,
chinchou,SV,Ice Beam,TM,
chinchou,SV,Icy Wind,TM,
chinchou,SV,Liquidation,TM,
chinchou,SV,Muddy Water,TM,
chinchou,SV,Protect,TM,
chinchou,SV,Psybeam,TM,
chinchou,SV,Rain Dance,TM,
chinchou,SV,Rest,TM,
chinchou,SV,Scald,TM,
chinchou,SV,Sleep Talk,TM,
chinchou,SV,Substitute,TM,
chinchou,SV,Surf,TM,
chinchou,SV,Take Down,TM,
chinchou,SV,Tera Blast,TM,
chinchou,SV,Thunder,TM,
chinchou,SV,Thunder Wave,TM,
chinchou,SV,Thunderbolt,TM,
chinchou,SV,Volt Switch,TM,
chinchou,SV,Water Pulse,TM,
chinchou,SV,Waterfall,TM,
chinchou,SV,Whirlpool,TM,
chinchou,SV,Wild Charge,TM,
lanturn,SV,Swallow,Evolution,
lanturn,SV,Spit Up,Evolution,
lanturn,SV,Stockpile,Evolution,
lanturn,SV,Eerie Impulse,Level up,1
lanturn,SV,Supersonic,Level up,1
lanturn,SV,Water Gun,Level up,1
lanturn,SV,Thunder Wave,Level up,1
lanturn,SV,Electro Ball,Level up,1
lanturn,SV,Bubble Beam,Level up,12
lanturn,SV,Confuse Ray,Level up,16
lanturn,SV,Spark,Level up,20
lanturn,SV,Charge,Level up,24
lanturn,SV,Discharge,Level up,30
lanturn,SV,Aqua Ring,Level up,36
lanturn,SV,Flail,Level up,42
lanturn,SV,Take Down,Level up,48
lanturn,SV,Hydro Pump,Level up,54
lanturn,SV,Mist,Egg,
lanturn,SV,Psybeam,Egg,
lanturn,SV,Soak,Egg,
lanturn,SV,Sucker Punch,Egg,
lanturn,SV,Water Pulse,Egg,
lanturn,SV,Agility,TM,
lanturn,SV,Amnesia,TM,
lanturn,SV,Blizzard,TM,
lanturn,SV,Charge,TM,
lanturn,SV,Charge Beam,TM,
lanturn,SV,Chilling Water,TM,
lanturn,SV,Confuse Ray,TM,
lanturn,SV,Curse,TM,
lanturn,SV,Dazzling Gleam,TM,
lanturn,SV,Double-Edge,TM,
lanturn,SV,Eerie Impulse,TM,
lanturn,SV,Electric Terrain,TM,
lanturn,SV,Electro Ball,TM,
lanturn,SV,Electroweb,TM,
lanturn,SV,Endure,TM,
lanturn,SV,Facade,TM,
lanturn,SV,Flip Turn,TM,
lanturn,SV,Giga Impact,TM,
lanturn,SV,Hydro Pump,TM,
lanturn,SV,Hyper Beam,TM,
lanturn,SV,Ice Beam,TM,
lanturn,SV,Icy Wind,TM,
lanturn,SV,Liquidation,TM,
lanturn,SV,Muddy Water,TM,
lanturn,SV,Protect,TM,
lanturn,SV,Psybeam,TM,
lanturn,SV,Rain Dance,TM,
lanturn,SV,Rest,TM,
lanturn,SV,Scald,TM,
lanturn,SV,Sleep Talk,TM,
lanturn,SV,Substitute,TM,
lanturn,SV,Surf,TM,
lanturn,SV,Take Down,TM,
lanturn,SV,Tera Blast,TM,
lanturn,SV,Thunder,TM,
lanturn,SV,Thunder Wave,TM,
lanturn,SV,Thunderbolt,TM,
lanturn,SV,Volt Switch,TM,
lanturn,SV,Water Pulse,TM,
lanturn,SV,Waterfall,TM,
lanturn,SV,Whirlpool,TM,
lanturn,SV,Wild Charge,TM,
inkay,SV,Tackle,Level up,1
inkay,SV,Peck,Level up,1
inkay,SV,Hypnosis,Level up,3
inkay,SV,Wrap,Level up,6
inkay,SV,Payback,Level up,9
inkay,SV,Pluck,Level up,12
inkay,SV,Psybeam,Level up,15
inkay,SV,Swagger,Level up,18
inkay,SV,Slash,Level up,21
inkay,SV,Night Slash,Level up,24
inkay,SV,Psycho Cut,Level up,27
inkay,SV,Switcheroo,Level up,31
inkay,SV,Foul Play,Level up,33
inkay,SV,Topsy-Turvy,Level up,36
inkay,SV,Superpower,Level up,39
inkay,SV,Acupressure,Egg,
inkay,SV,Destiny Bond,Egg,
inkay,SV,Disable,Egg,
inkay,SV,Aerial Ace,TM,
inkay,SV,Baton Pass,TM,
inkay,SV,Calm Mind,TM,
inkay,SV,Dark Pulse,TM,
inkay,SV,Endure,TM,
inkay,SV,Expanding Force,TM,
inkay,SV,Facade,TM,
inkay,SV,Fake Tears,TM,
inkay,SV,Flamethrower,TM,
inkay,SV,Fling,TM,
inkay,SV,Foul Play,TM,
inkay,SV,Future Sight,TM,
inkay,SV,Gravity,TM,
inkay,SV,Helping Hand,TM,
inkay,SV,Knock Off,TM,
inkay,SV,Lash Out,TM,
inkay,SV,Light Screen,TM,
inkay,SV,Liquidation,TM,
inkay,SV,Lunge,TM,
inkay,SV,Nasty Plot,TM,
inkay,SV,Protect,TM,
inkay,SV,Psybeam,TM,
inkay,SV,Psych Up,TM,
inkay,SV,Psychic,TM,
inkay,SV,Psyshock,TM,
inkay,SV,Rain Dance,TM,
inkay,SV,Reflect,TM,
inkay,SV,Rest,TM,
inkay,SV,Rock Slide,TM,
inkay,SV,Skill Swap,TM,
inkay,SV,Sleep Talk,TM,
inkay,SV,Spite,TM,
inkay,SV,Stored Power,TM,
inkay,SV,Substitute,TM,
inkay,SV,Sunny Day,TM,
inkay,SV,Swift,TM,
inkay,SV,Taunt,TM,
inkay,SV,Tera Blast,TM,
inkay,SV,Thief,TM,
inkay,SV,Thunderbolt,TM,
inkay,SV,Trick,TM,
inkay,SV,Trick Room,TM,
malamar,SV,Tackle,Level up,1
malamar,SV,Wrap,Level up,1
malamar,SV,Peck,Level up,1
malamar,SV,Hypnosis,Level up,1
malamar,SV,Reversal,Level up,1
malamar,SV,Payback,Level up,9
malamar,SV,Pluck,Level up,12
malamar,SV,Psybeam,Level up,15
malamar,SV,Swagger,Level up,18
malamar,SV,Slash,Level up,21
malamar,SV,Night Slash,Level up,24
malamar,SV,Psycho Cut,Level up,27
malamar,SV,Switcheroo,Level up,33
malamar,SV,Foul Play,Level up,37
malamar,SV,Topsy-Turvy,Level up,42
malamar,SV,Superpower,Level up,47
malamar,SV,Acupressure,Egg,
malamar,SV,Destiny Bond,Egg,
malamar,SV,Disable,Egg,
malamar,SV,Aerial Ace,TM,
malamar,SV,Baton Pass,TM,
malamar,SV,Calm Mind,TM,
malamar,SV,Dark Pulse,TM,
malamar,SV,Endure,TM,
malamar,SV,Expanding Force,TM,
malamar,SV,Facade,TM,
malamar,SV,Fake Tears,TM,
malamar,SV,Flamethrower,TM,
malamar,SV,Fling,TM,
malamar,SV,Foul Play,TM,
malamar,SV,Future Sight,TM,
malamar,SV,Giga Impact,TM,
malamar,SV,Gravity,TM,
malamar,SV,Helping Hand,TM,
malamar,SV,Hyper Beam,TM,
malamar,SV,Knock Off,TM,
malamar,SV,Lash Out,TM,
malamar,SV,Light Screen,TM,
malamar,SV,Liquidation,TM,
malamar,SV,Lunge,TM,
malamar,SV,Nasty Plot,TM,
malamar,SV,Protect,TM,
malamar,SV,Psybeam,TM,
malamar,SV,Psych Up,TM,
malamar,SV,Psychic,TM,
malamar,SV,Psychic Noise,TM,
malamar,SV,Psyshock,TM,
malamar,SV,Rain Dance,TM,
malamar,SV,Reflect,TM,
malamar,SV,Rest,TM,
malamar,SV,Reversal,TM,
malamar,SV,Rock Slide,TM,
malamar,SV,Scary Face,TM,
malamar,SV,Skill Swap,TM,
malamar,SV,Sleep Talk,TM,
malamar,SV,Spite,TM,
malamar,SV,Stored Power,TM,
malamar,SV,Substitute,TM,
malamar,SV,Sunny Day,TM,
malamar,SV,Swift,TM,
malamar,SV,Taunt,TM,
malamar,SV,Tera Blast,TM,
malamar,SV,Thief,TM,
malamar,SV,Throat Chop,TM,
malamar,SV,Thunderbolt,TM,
malamar,SV,Trailblaze,TM,
malamar,SV,Trick,TM,
malamar,SV,Trick Room,TM,
dewpider,SV,Water Gun,Level up,1
dewpider,SV,Infestation,Level up,1
dewpider,SV,Bug Bite,Level up,4
dewpider,SV,Bite,Level up,8
dewpider,SV,Bubble Beam,Level up,12
dewpider,SV,Aqua Ring,Level up,16
dewpider,SV,Headbutt,Level up,20
dewpider,SV,Crunch,Level up,24
dewpider,SV,Soak,Level up,28
dewpider,SV,Entrainment,Level up,32
dewpider,SV,Lunge,Level up,36
dewpider,SV,Liquidation,Level up,40
dewpider,SV,Leech Life,Level up,44
dewpider,SV,Mirror Coat,Level up,48
dewpider,SV,Power Split,Egg,
dewpider,SV,Spit Up,Egg,
dewpider,SV,Sticky Web,Egg,
dewpider,SV,Stockpile,Egg,
dewpider,SV,Blizzard,TM,
dewpider,SV,Bug Bite,TM,
dewpider,SV,Bug Buzz,TM,
dewpider,SV,Chilling Water,TM,
dewpider,SV,Crunch,TM,
dewpider,SV,Endeavor,TM,
dewpider,SV,Endure,TM,
dewpider,SV,Facade,TM,
dewpider,SV,Giga Drain,TM,
dewpider,SV,Hydro Pump,TM,
dewpider,SV,Ice Beam,TM,
dewpider,SV,Icy Wind,TM,
dewpider,SV,Iron Defense,TM,
dewpider,SV,Leech Life,TM,
dewpider,SV,Liquidation,TM,
dewpider,SV,Lunge,TM,
dewpider,SV,Poison Jab,TM,
dewpider,SV,Pounce,TM,
dewpider,SV,Protect,TM,
dewpider,SV,Rain Dance,TM,
dewpider,SV,Rest,TM,
dewpider,SV,Skitter Smack,TM,
dewpider,SV,Sleep Talk,TM,
dewpider,SV,Substitute,TM,
dewpider,SV,Surf,TM,
dewpider,SV,Tera Blast,TM,
dewpider,SV,Trailblaze,TM,
dewpider,SV,Water Pulse,TM,
dewpider,SV,Waterfall,TM,
dewpider,SV,X-Scissor,TM,
araquanid,SV,Bite,Level up,1
araquanid,SV,Water Gun,Level up,1
araquanid,SV,Bug Bite,Level up,1
araquanid,SV,Wide Guard,Level up,1
araquanid,SV,Infestation,Level up,1
araquanid,SV,Bubble Beam,Level up,12
araquanid,SV,Aqua Ring,Level up,16
araquanid,SV,Headbutt,Level up,20
araquanid,SV,Crunch,Level up,26
araquanid,SV,Soak,Level up,32
araquanid,SV,Entrainment,Level up,38
araquanid,SV,Lunge,Level up,44
araquanid,SV,Liquidation,Level up,50
araquanid,SV,Leech Life,Level up,56
araquanid,SV,Mirror Coat,Level up,62
araquanid,SV,Power Split,Egg,
araquanid,SV,Spit Up,Egg,
araquanid,SV,Sticky Web,Egg,
araquanid,SV,Stockpile,Egg,
araquanid,SV,Blizzard,TM,
araquanid,SV,Body Slam,TM,
araquanid,SV,Bug Bite,TM,
araquanid,SV,Bug Buzz,TM,
araquanid,SV,Chilling Water,TM,
araquanid,SV,Crunch,TM,
araquanid,SV,Endeavor,TM,
araquanid,SV,Endure,TM,
araquanid,SV,Facade,TM,
araquanid,SV,Giga Drain,TM,
araquanid,SV,Giga Impact,TM,
araquanid,SV,Hydro Pump,TM,
araquanid,SV,Hyper Beam,TM,
araquanid,SV,Ice Beam,TM,
araquanid,SV,Icy Wind,TM,
araquanid,SV,Iron Defense,TM,
araquanid,SV,Leech Life,TM,
araquanid,SV,Liquidation,TM,
araquanid,SV,Lunge,TM,
araquanid,SV,Poison Jab,TM,
araquanid,SV,Pounce,TM,
araquanid,SV,Protect,TM,
araquanid,SV,Rain Dance,TM,
araquanid,SV,Reflect,TM,
araquanid,SV,Rest,TM,
araquanid,SV,Scary Face,TM,
araquanid,SV,Skitter Smack,TM,
araquanid,SV,Sleep Talk,TM,
araquanid,SV,Substitute,TM,
araquanid,SV,Surf,TM,
araquanid,SV,Tera Blast,TM,
araquanid,SV,Trailblaze,TM,
araquanid,SV,Water Pulse,TM,
araquanid,SV,Waterfall,TM,
araquanid,SV,X-Scissor,TM,
tyrogue,SV,Tackle,Level up,1
tyrogue,SV,Focus Energy,Level up,1
tyrogue,SV,Fake Out,Level up,1
tyrogue,SV,Helping Hand,Level up,1
tyrogue,SV,Bullet Punch,Egg,
tyrogue,SV,Counter,Egg,
tyrogue,SV,Feint,Egg,
tyrogue,SV,High Jump Kick,Egg,
tyrogue,SV,Mach Punch,Egg,
tyrogue,SV,Rapid Spin,Egg,
tyrogue,SV,Vacuum Wave,Egg,
tyrogue,SV,Body Slam,TM,
tyrogue,SV,Brick Break,TM,
tyrogue,SV,Bulk Up,TM,
tyrogue,SV,Bulldoze,TM,
tyrogue,SV,Endure,TM,
tyrogue,SV,Facade,TM,
tyrogue,SV,Helping Hand,TM,
tyrogue,SV,Low Kick,TM,
tyrogue,SV,Low Sweep,TM,
tyrogue,SV,Protect,TM,
tyrogue,SV,Rain Dance,TM,
tyrogue,SV,Rest,TM,
tyrogue,SV,Rock Slide,TM,
tyrogue,SV,Sleep Talk,TM,
tyrogue,SV,Substitute,TM,
tyrogue,SV,Sunny Day,TM,
tyrogue,SV,Swift,TM,
tyrogue,SV,Take Down,TM,
tyrogue,SV,Tera Blast,TM,
tyrogue,SV,Thief,TM,
tyrogue,SV,Upper Hand,TM,
tyrogue,SV,Uproar,TM,
tyrogue,SV,Vacuum Wave,TM,
hitmonlee,SV,Brick Break,Evolution,
hitmonlee,SV,Fake Out,Level up,1
hitmonlee,SV,Tackle,Level up,1
hitmonlee,SV,Helping Hand,Level up,1
hitmonlee,SV,Focus Energy,Level up,1
hitmonlee,SV,Low Sweep,Level up,1
hitmonlee,SV,Double Kick,Level up,4
hitmonlee,SV,Low Kick,Level up,8
hitmonlee,SV,Endure,Level up,12
hitmonlee,SV,Sucker Punch,Level up,16
hitmonlee,SV,Wide Guard,Level up,21
hitmonlee,SV,Blaze Kick,Level up,24
hitmonlee,SV,Feint,Level up,28
hitmonlee,SV,Mega Kick,Level up,32
hitmonlee,SV,Close Combat,Level up,36
hitmonlee,SV,Reversal,Level up,40
hitmonlee,SV,High Jump Kick,Level up,44
hitmonlee,SV,Axe Kick,Level up,50
hitmonlee,SV,Bullet Punch,Egg,
hitmonlee,SV,Counter,Egg,
hitmonlee,SV,Feint,Egg,
hitmonlee,SV,High Jump Kick,Egg,
hitmonlee,SV,Mach Punch,Egg,
hitmonlee,SV,Rapid Spin,Egg,
hitmonlee,SV,Vacuum Wave,Egg,
hitmonlee,SV,Aura Sphere,TM,
hitmonlee,SV,Baton Pass,TM,
hitmonlee,SV,Body Slam,TM,
hitmonlee,SV,Brick Break,TM,
hitmonlee,SV,Bulk Up,TM,
hitmonlee,SV,Bulldoze,TM,
hitmonlee,SV,Close Combat,TM,
hitmonlee,SV,Coaching,TM,
hitmonlee,SV,Double-Edge,TM,
hitmonlee,SV,Earthquake,TM,
hitmonlee,SV,Endeavor,TM,
hitmonlee,SV,Endure,TM,
hitmonlee,SV,Facade,TM,
hitmonlee,SV,Fling,TM,
hitmonlee,SV,Focus Blast,TM,
hitmonlee,SV,Giga Impact,TM,
hitmonlee,SV,Helping Hand,TM,
hitmonlee,SV,Knock Off,TM,
hitmonlee,SV,Low Kick,TM,
hitmonlee,SV,Low Sweep,TM,
hitmonlee,SV,Lunge,TM,
hitmonlee,SV,Metronome,TM,
hitmonlee,SV,Mud-Slap,TM,
hitmonlee,SV,Poison Jab,TM,
hitmonlee,SV,Protect,TM,
hitmonlee,SV,Rain Dance,TM,
hitmonlee,SV,Rest,TM,
hitmonlee,SV,Reversal,TM,
hitmonlee,SV,Rock Slide,TM,
hitmonlee,SV,Rock Tomb,TM,
hitmonlee,SV,Scary Face,TM,
hitmonlee,SV,Sleep Talk,TM,
hitmonlee,SV,Stomping Tantrum,TM,
hitmonlee,SV,Stone Edge,TM,
hitmonlee,SV,Substitute,TM,
hitmonlee,SV,Sunny Day,TM,
hitmonlee,SV,Swift,TM,
hitmonlee,SV,Swords Dance,TM,
hitmonlee,SV,Take Down,TM,
hitmonlee,SV,Taunt,TM,
hitmonlee,SV,Tera Blast,TM,
hitmonlee,SV,Thief,TM,
hitmonlee,SV,Throat Chop,TM,
hitmonlee,SV,Upper Hand,TM,
hitmonlee,SV,Uproar,TM,
hitmonlee,SV,Vacuum Wave,TM,
hitmonchan,SV,Drain Punch,Evolution,
hitmonchan,SV,Feint,Level up,1
hitmonchan,SV,Tackle,Level up,1
hitmonchan,SV,Helping Hand,Level up,1
hitmonchan,SV,Fake Out,Level up,1
hitmonchan,SV,Focus Energy,Level up,1
hitmonchan,SV,Mach Punch,Level up,4
hitmonchan,SV,Vacuum Wave,Level up,8
hitmonchan,SV,Detect,Level up,12
hitmonchan,SV,Bullet Punch,Level up,16
hitmonchan,SV,Quick Guard,Level up,21
hitmonchan,SV,Thunder Punch,Level up,24
hitmonchan,SV,Ice Punch,Level up,24
hitmonchan,SV,Fire Punch,Level up,24
hitmonchan,SV,Agility,Level up,28
hitmonchan,SV,Mega Punch,Level up,32
hitmonchan,SV,Close Combat,Level up,36
hitmonchan,SV,Counter,Level up,40
hitmonchan,SV,Focus Punch,Level up,44
hitmonchan,SV,Bullet Punch,Egg,
hitmonchan,SV,Counter,Egg,
hitmonchan,SV,Feint,Egg,
hitmonchan,SV,High Jump Kick,Egg,
hitmonchan,SV,Mach Punch,Egg,
hitmonchan,SV,Rapid Spin,Egg,
hitmonchan,SV,Vacuum Wave,Egg,
hitmonchan,SV,Agility,TM,
hitmonchan,SV,Aura Sphere,TM,
hitmonchan,SV,Baton Pass,TM,
hitmonchan,SV,Body Slam,TM,
hitmonchan,SV,Brick Break,TM,
hitmonchan,SV,Bulk Up,TM,
hitmonchan,SV,Bulldoze,TM,
hitmonchan,SV,Close Combat,TM,
hitmonchan,SV,Coaching,TM,
hitmonchan,SV,Double-Edge,TM,
hitmonchan,SV,Drain Punch,TM,
hitmonchan,SV,Earthquake,TM,
hitmonchan,SV,Encore,TM,
hitmonchan,SV,Endeavor,TM,
hitmonchan,SV,Endure,TM,
hitmonchan,SV,Facade,TM,
hitmonchan,SV,Fire Punch,TM,
hitmonchan,SV,Fling,TM,
hitmonchan,SV,Focus Blast,TM,
hitmonchan,SV,Focus Punch,TM,
hitmonchan,SV,Giga Impact,TM,
hitmonchan,SV,Helping Hand,TM,
hitmonchan,SV,Ice Punch,TM,
hitmonchan,SV,Knock Off,TM,
hitmonchan,SV,Low Kick,TM,
hitmonchan,SV,Low Sweep,TM,
hitmonchan,SV,Metronome,TM,
hitmonchan,SV,Mud-Slap,TM,
